,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,zipcode,lat,long,sqft_living15,sqft_lot15,month_sold,year_sold,sold_spring_time,sold_summer_time,sold_fall_time,sold_winter_time,has_renovated,has_basement
1041,512031,3,1.75,1540,3000,1.0,0,2,3,7,770,770,1920,0,98117,47.6769,-122.36,1420,4200,7,2014,0,0,1,0,0,1
1042,197500,2,1.0,820,8860,1.0,0,0,3,6,820,0,1950,0,98055,47.452,-122.19,1660,15375,3,2015,1,0,0,0,0,0
1043,470000,3,2.25,1780,8784,1.0,0,0,3,7,1230,550,1977,0,98033,47.701,-122.17200000000001,1780,7704,7,2014,0,0,1,0,0,1
1044,590000,3,1.75,1560,242629,1.0,0,0,3,7,1560,0,1981,0,98053,47.6493,-121.956,2320,220654,3,2015,1,0,0,0,0,0
1045,465000,4,2.25,2210,8862,1.0,0,0,4,8,1270,940,1977,0,98011,47.7725,-122.198,2030,8862,3,2015,1,0,0,0,0,1
1046,499000,2,1.75,2040,114562,1.0,0,0,4,7,2040,0,1968,0,98027,47.4985,-122.09200000000001,1850,94960,9,2014,0,0,1,0,0,0
1047,515000,3,2.25,1920,11500,1.0,0,0,3,8,1920,0,1972,2000,98006,47.5498,-122.18799999999999,2260,8866,8,2014,0,0,1,0,1,0
1048,716500,3,1.75,1930,5000,1.0,0,0,3,9,1230,700,1936,0,98105,47.6582,-122.27799999999999,2300,6000,11,2014,0,0,0,1,0,1
1049,410000,3,2.0,1700,4250,1.0,0,0,3,6,890,810,1944,0,98199,47.6542,-122.385,1440,4250,5,2014,0,1,0,0,0,1
1050,850000,4,3.25,3450,6500,2.0,0,0,3,8,2450,1000,1994,0,98136,47.5437,-122.38799999999999,1750,6500,10,2014,0,0,0,1,0,1
1051,1050000,4,3.25,3440,35021,2.0,0,0,3,10,3440,0,1983,0,98033,47.6476,-122.184,3440,35021,5,2014,0,1,0,0,0,0
1052,648000,4,2.5,2380,13435,2.0,0,0,3,10,2380,0,1992,0,98075,47.5833,-122.02799999999999,2730,9677,6,2014,0,1,0,0,0,0
1053,620000,4,2.25,2400,5350,1.5,0,0,4,7,1460,940,1929,0,98117,47.6763,-122.37,1250,4880,6,2014,0,1,0,0,0,1
1054,935000,4,4.5,5670,84267,2.0,0,2,3,11,5670,0,2008,0,98010,47.323,-122.044,4100,83729,2,2015,1,0,0,0,0,0
1055,379000,3,1.0,1140,10320,1.0,0,0,4,7,1140,0,1963,0,98034,47.7168,-122.196,1140,10412,3,2015,1,0,0,0,0,0
1056,699000,3,1.75,1670,5375,1.0,0,0,3,7,1270,400,1952,0,98199,47.6416,-122.397,1460,6125,7,2014,0,0,1,0,0,1
1057,528000,4,2.25,1910,8005,1.0,0,0,3,8,1280,630,1960,0,98125,47.7259,-122.29799999999999,1860,8010,12,2014,0,0,0,1,0,1
1058,425000,3,1.75,1560,9452,1.0,0,0,4,8,1560,0,1974,0,98056,47.5197,-122.18,2200,9985,4,2015,0,1,0,0,0,0
1059,249500,2,1.75,1500,8645,1.0,0,0,4,7,1500,0,1963,0,98042,47.3643,-122.115,1220,8645,6,2014,0,1,0,0,0,0
1060,1040000,5,3.25,4475,6642,2.0,0,0,3,9,4475,0,2014,0,98053,47.6849,-122.01799999999999,3720,6633,7,2014,0,0,1,0,0,0
1061,790000,4,2.75,2840,11900,1.0,0,3,4,9,1640,1200,1961,0,98136,47.5271,-122.38600000000001,2790,10070,8,2014,0,0,1,0,0,1
1062,399950,3,1.0,1020,18050,1.0,0,0,3,7,1020,0,1969,0,98027,47.5254,-122.04299999999999,1750,11640,8,2014,0,0,1,0,0,0
1063,275000,3,1.5,1410,9000,1.0,0,0,3,7,1410,0,1953,0,98133,47.7635,-122.35,1910,7214,10,2014,0,0,0,1,0,0
1064,550000,3,1.0,1520,2500,1.5,0,0,3,8,1520,0,1912,0,98109,47.6347,-122.352,1880,3600,1,2015,1,0,0,0,0,0
1065,140000,1,1.0,730,6890,1.0,0,0,4,4,730,0,1926,0,98055,47.467,-122.215,1790,7969,11,2014,0,0,0,1,0,0
1066,250000,3,1.0,1190,6250,1.0,0,0,3,7,990,200,1954,0,98108,47.5658,-122.292,1760,6434,7,2014,0,0,1,0,0,1
1067,318000,3,2.25,1410,8909,2.0,0,2,3,7,1410,0,1988,0,98198,47.3983,-122.31,2050,8909,9,2014,0,0,1,0,0,0
1068,505000,2,1.0,1240,57000,1.0,0,0,3,7,1240,0,1962,0,98075,47.597,-122.059,3050,25545,7,2014,0,0,1,0,0,0
1069,470500,5,2.5,2500,9248,1.0,0,0,3,8,1300,1200,1966,0,98006,47.5415,-122.18,2090,8568,4,2015,0,1,0,0,0,1
1070,360000,3,1.0,1050,9206,1.5,0,0,3,7,1050,0,1954,0,98125,47.7071,-122.301,1380,6384,5,2014,0,1,0,0,0,0
1071,1240000,4,2.75,2680,8500,1.0,0,4,4,9,1480,1200,1962,0,98006,47.5634,-122.156,2940,8650,3,2015,1,0,0,0,0,1
1072,986000,3,2.5,2380,16080,1.0,0,2,4,9,1340,1040,1964,0,98136,47.5262,-122.38600000000001,2560,10070,4,2015,0,1,0,0,0,1
1073,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,1,1970,1,0,0,0,0,0
1074,320000,3,1.75,2300,41900,1.0,0,0,4,8,1310,990,1939,0,98168,47.477,-122.292,1160,8547,1,2015,1,0,0,0,0,1
1075,310000,4,3.0,2010,7426,1.0,0,0,5,7,1090,920,1951,0,98178,47.5042,-122.265,1470,7426,2,2015,1,0,0,0,0,1
1076,356700,2,1.0,1090,5000,1.0,0,0,4,7,730,360,1942,0,98126,47.5258,-122.37799999999999,990,5250,5,2014,0,1,0,0,0,1
1077,775000,4,1.75,2320,5595,1.0,0,0,3,7,1510,810,1956,0,98199,47.6397,-122.38799999999999,1840,5596,4,2015,0,1,0,0,0,1
1078,325000,3,1.0,1040,7541,1.0,0,0,3,6,1040,0,1951,0,98133,47.7565,-122.339,1140,6100,4,2015,0,1,0,0,0,0
1079,208000,4,2.75,1810,8677,1.5,0,0,3,7,1810,0,1962,0,98198,47.3668,-122.31,1740,8677,10,2014,0,0,0,1,0,0
1080,825000,2,1.0,1150,12775,1.0,1,4,4,6,1150,0,1908,0,98178,47.501999999999995,-122.22200000000001,2440,11852,8,2014,0,0,1,0,0,0
1081,515000,3,2.5,2360,11254,1.0,0,2,3,9,2360,0,1990,0,98003,47.3356,-122.333,2390,11254,7,2014,0,0,1,0,0,0
1082,490000,3,1.5,1970,3400,1.5,0,0,4,8,1420,550,1929,0,98122,47.6163,-122.292,1940,4000,1,2015,1,0,0,0,0,1
1083,675000,4,3.0,2690,28300,1.0,0,0,3,8,2690,0,1954,1999,98166,47.4458,-122.34299999999999,2820,27100,5,2014,0,1,0,0,1,0
1084,360000,4,2.5,2080,4080,1.0,0,0,5,7,1040,1040,1962,0,98144,47.571999999999996,-122.29,1340,4080,7,2014,0,0,1,0,0,1
1085,550000,4,2.5,2080,4080,1.0,0,0,5,7,1040,1040,1962,0,98144,47.571999999999996,-122.29,1340,4080,4,2015,0,1,0,0,0,1
1086,225000,3,1.5,1370,9000,1.0,0,0,3,7,1370,0,1962,0,98168,47.4973,-122.32799999999999,1400,9075,7,2014,0,0,1,0,0,0
1087,500000,3,2.75,3410,9360,1.5,0,0,4,8,3410,0,1967,0,98058,47.4497,-122.147,2260,10128,3,2015,1,0,0,0,0,0
1088,385000,4,2.0,1850,11700,1.0,0,0,4,8,1850,0,1969,0,98059,47.4702,-122.12,2110,11700,4,2015,0,1,0,0,0,0
1089,837700,5,2.75,3010,12611,2.0,0,0,3,10,3010,0,1994,0,98052,47.69600000000001,-122.102,2890,9456,6,2014,0,1,0,0,0,0
1090,448000,3,2.25,1530,3056,2.0,0,0,3,7,1530,0,2003,0,98053,47.6817,-122.035,1560,3064,2,2015,1,0,0,0,0,0
1091,730000,5,1.75,2690,21357,1.0,0,0,4,7,1420,1270,1952,0,98004,47.5831,-122.191,2600,17539,5,2015,0,1,0,0,0,1
1092,575000,4,1.5,2810,7140,1.0,0,2,3,8,1490,1320,1954,0,98136,47.5252,-122.382,2240,6825,7,2014,0,0,1,0,0,1
1093,430000,3,1.75,1810,7300,1.0,0,0,4,7,1240,570,1976,0,98034,47.7299,-122.19200000000001,1460,7560,11,2014,0,0,0,1,0,1
1094,435000,3,2.5,1560,3987,2.0,0,0,3,7,1560,0,2002,0,98053,47.687,-122.04299999999999,1600,3152,1,2015,1,0,0,0,0,0
1095,241000,3,1.0,1010,9611,1.0,0,0,4,6,1010,0,1973,0,98092,47.3006,-122.066,1200,9611,12,2014,0,0,0,1,0,0
1096,453500,2,1.75,1000,1760,1.0,0,0,4,6,600,400,1924,0,98109,47.6261,-122.355,2120,2802,5,2015,0,1,0,0,0,1
1097,285000,2,1.5,990,1380,3.0,0,0,3,7,990,0,2001,0,98133,47.7218,-122.35600000000001,1050,1380,4,2015,0,1,0,0,0,0
1098,151000,2,1.0,720,4222,1.0,0,0,4,5,720,0,1942,0,98056,47.4965,-122.186,860,4785,5,2014,0,1,0,0,0,0
1099,1570000,5,4.5,6070,14731,2.0,0,0,3,11,6070,0,2004,0,98059,47.5306,-122.134,4750,13404,11,2014,0,0,0,1,0,0
1100,631000,5,2.0,2270,2400,2.0,0,0,3,7,2270,0,1905,0,98122,47.6051,-122.319,1320,2400,11,2014,0,0,0,1,0,0
1101,285000,2,2.5,1380,1073,2.0,0,0,3,7,1140,240,2011,0,98126,47.5462,-122.369,1580,2036,6,2014,0,1,0,0,0,1
1102,195000,3,1.0,1260,8378,1.0,0,0,4,6,840,420,1959,1977,98023,47.3274,-122.348,1140,8496,2,2015,1,0,0,0,1,1
1103,817500,4,2.5,2910,35679,2.0,0,0,4,9,2910,0,1987,0,98075,47.5859,-121.991,2720,36728,4,2015,0,1,0,0,0,0
1104,550000,3,2.0,1810,12825,1.0,0,0,4,7,1810,0,1960,0,98007,47.5953,-122.14,1490,10800,1,2015,1,0,0,0,0,0
1105,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,1,1970,1,0,0,0,0,0
1106,609850,2,2.75,1910,1369,3.0,0,0,3,9,1910,0,2002,0,98119,47.6544,-122.37299999999999,1910,1879,12,2014,0,0,0,1,0,0
1107,200000,3,1.0,1230,4380,1.0,0,0,3,6,1230,0,1947,0,98106,47.5352,-122.361,1525,6026,1,2015,1,0,0,0,0,0
1108,367000,4,2.5,2960,6219,2.0,0,0,3,9,2960,0,2006,0,98038,47.3603,-122.037,2960,5361,3,2015,1,0,0,0,0,0
1109,285167,3,2.25,2200,8375,2.0,0,0,3,8,2200,0,1988,0,98092,47.2626,-122.21799999999999,2200,10002,8,2014,0,0,1,0,0,0
1110,275000,2,1.5,1270,32175,1.0,0,0,4,7,1270,0,1947,0,98003,47.3347,-122.304,1270,10200,4,2015,0,1,0,0,0,0
1111,350900,4,2.5,2540,12843,2.0,0,0,3,9,2540,0,1992,0,98030,47.3866,-122.169,2410,9383,3,2015,1,0,0,0,0,0
1112,660000,4,3.25,3030,9273,2.0,0,0,5,8,3030,0,1988,0,98029,47.5747,-122.014,2360,7632,6,2014,0,1,0,0,0,0
1113,525000,3,1.75,1520,8835,1.0,0,0,4,7,1520,0,1957,0,98008,47.6054,-122.118,1760,8580,8,2014,0,0,1,0,0,0
1114,262000,4,2.5,1560,7800,2.0,0,0,3,7,1560,0,1997,0,98168,47.513999999999996,-122.316,1160,7800,2,2015,1,0,0,0,0,0
1115,690000,2,1.0,970,4560,1.0,0,0,4,7,970,0,1907,0,98103,47.6561,-122.33200000000001,1500,4560,6,2014,0,1,0,0,0,0
1116,624000,5,3.75,3570,14648,2.0,0,0,3,9,3570,0,2005,0,98019,47.7377,-121.97399999999999,3160,7882,3,2015,1,0,0,0,0,0
1117,353000,3,1.0,1350,7740,1.0,0,0,4,6,860,490,1947,0,98125,47.7098,-122.291,1130,7740,5,2014,0,1,0,0,0,1
1118,552500,4,3.5,3710,10400,2.0,0,0,3,8,2290,1420,2002,0,98056,47.5041,-122.186,1720,4276,3,2015,1,0,0,0,0,1
1119,224500,4,1.0,1430,8355,1.5,0,0,4,7,1430,0,1983,0,98092,47.3178,-122.17399999999999,1550,7938,5,2014,0,1,0,0,0,0
1120,239000,3,1.0,940,8571,1.0,0,0,3,6,940,0,1950,0,98146,47.5006,-122.336,1100,8573,4,2015,0,1,0,0,0,0
1121,975000,5,4.5,4300,12250,2.0,0,0,3,10,4300,0,2004,0,98029,47.5557,-122.027,3950,12250,7,2014,0,0,1,0,0,0
1122,1200000,4,1.75,3990,13470,2.0,0,0,3,11,3990,0,2006,0,98059,47.5305,-122.131,5790,13709,6,2014,0,1,0,0,0,0
1123,505000,3,1.0,1380,4000,1.5,0,0,3,7,1380,0,1910,0,98112,47.6261,-122.296,1690,4000,3,2015,1,0,0,0,0,0
1124,302000,4,1.75,2020,7865,1.0,0,0,4,7,1010,1010,1963,0,98059,47.5008,-122.162,1650,7865,5,2014,0,1,0,0,0,1
1125,170000,3,1.0,1480,5670,1.0,0,0,3,6,780,700,1944,0,98106,47.5175,-122.36,760,5040,9,2014,0,0,1,0,0,1
1126,195000,2,1.0,1190,27007,1.0,0,0,4,5,1190,0,1910,0,98027,47.523999999999994,-122.04,1730,12632,7,2014,0,0,1,0,0,0
1127,272000,5,1.5,2550,6300,1.0,0,0,4,7,1560,990,1959,0,98056,47.5014,-122.17200000000001,1380,6300,9,2014,0,0,1,0,0,1
1128,369000,5,1.5,2550,6300,1.0,0,0,4,7,1560,990,1959,0,98056,47.5014,-122.17200000000001,1380,6300,2,2015,1,0,0,0,0,1
1129,332500,3,1.5,1500,6332,1.0,0,0,3,7,1500,0,1953,0,98125,47.7274,-122.31200000000001,1500,6337,1,2015,1,0,0,0,0,0
1130,515000,3,2.5,3000,8250,1.0,0,0,4,8,1760,1240,1963,0,98008,47.6191,-122.11200000000001,2040,8250,5,2015,0,1,0,0,0,1
1131,269000,3,1.0,1690,4250,1.0,0,0,3,7,1020,670,1967,0,98178,47.4945,-122.258,1820,8865,6,2014,0,1,0,0,0,1
1132,1280000,4,4.0,4390,17832,1.0,0,0,4,11,2430,1960,1994,0,98059,47.5283,-122.14299999999999,3090,12369,7,2014,0,0,1,0,0,1
1133,303000,3,2.5,1560,4100,2.0,0,0,3,7,1560,0,1985,0,98055,47.4733,-122.189,1660,4400,2,2015,1,0,0,0,0,0
1134,420000,7,3.0,2940,8624,1.0,0,0,3,8,1690,1250,1977,0,98155,47.7555,-122.307,1850,8031,1,2015,1,0,0,0,0,1
1135,400000,3,1.0,1130,4100,1.0,0,0,3,7,990,140,1941,0,98117,47.6856,-122.385,1800,4100,11,2014,0,0,0,1,0,1
1136,225000,3,1.0,1020,8437,1.0,0,0,5,6,1020,0,1987,0,98022,47.2093,-122.0,1420,8500,2,2015,1,0,0,0,0,0
1137,219000,2,2.0,1310,2550,2.0,0,0,3,6,1310,0,2004,0,98038,47.3496,-122.022,1310,2550,9,2014,0,0,1,0,0,0
1138,605000,3,2.5,2570,9487,2.0,0,3,3,9,2570,0,1989,0,98011,47.7408,-122.21600000000001,2490,9898,12,2014,0,0,0,1,0,0
1139,625000,4,2.0,2020,6867,1.0,0,0,5,8,1010,1010,1942,0,98115,47.7,-122.292,1250,6842,10,2014,0,0,0,1,0,1
1140,380000,5,2.0,1680,3240,1.0,0,0,3,5,840,840,1906,0,98144,47.5965,-122.311,1380,1260,2,2015,1,0,0,0,0,1
1141,620000,4,2.0,1770,7700,1.5,0,0,4,7,1770,0,1962,0,98007,47.5916,-122.146,1710,7700,4,2015,0,1,0,0,0,0
1142,687500,4,2.75,3190,10970,2.0,0,0,3,10,3190,0,1994,0,98075,47.5862,-122.029,2850,8416,6,2014,0,1,0,0,0,0
1143,225500,4,2.0,1440,7950,1.0,0,0,5,6,1440,0,1962,0,98058,47.4517,-122.08200000000001,1530,20037,7,2014,0,0,1,0,0,0
1144,252500,3,2.0,1150,6000,1.0,0,0,5,7,1150,0,1956,0,98178,47.49800000000001,-122.26299999999999,1980,6360,12,2014,0,0,0,1,0,0
1145,510000,3,2.5,1860,3658,2.0,0,0,3,8,1860,0,1994,0,98029,47.5703,-122.00399999999999,1840,3739,10,2014,0,0,0,1,0,0
1146,510000,4,2.5,2430,5203,2.0,0,0,3,8,2430,0,2003,0,98155,47.7402,-122.31700000000001,2260,7474,5,2014,0,1,0,0,0,0
1147,725000,3,2.5,1940,4000,1.5,0,0,5,7,1940,0,1906,0,98109,47.6372,-122.352,1440,4000,8,2014,0,0,1,0,0,0
1148,492000,2,1.0,880,2970,1.0,0,0,3,7,880,0,1927,0,98103,47.6868,-122.34899999999999,1370,3060,3,2015,1,0,0,0,0,0
1149,425000,4,2.5,1930,14196,1.0,0,0,4,7,1330,600,1977,0,98072,47.7407,-122.09700000000001,1470,12852,3,2015,1,0,0,0,0,1
1150,1960000,4,2.75,3120,7898,1.0,1,4,4,8,1560,1560,1963,0,98034,47.7165,-122.259,2630,13868,4,2015,0,1,0,0,0,1
1151,298900,3,2.5,1830,6162,2.0,0,0,3,8,1830,0,1994,0,98092,47.3291,-122.17,1860,7017,3,2015,1,0,0,0,0,0
1152,699000,4,2.5,3230,40319,2.0,0,0,4,10,3230,0,1987,0,98027,47.4856,-122.069,2990,40234,4,2015,0,1,0,0,0,0
1153,310000,2,1.0,700,3000,1.0,0,0,4,6,700,0,1918,0,98103,47.6846,-122.346,1560,4500,7,2014,0,0,1,0,0,0
1154,350000,3,1.75,1010,8580,1.0,0,0,3,7,1010,0,1961,0,98033,47.6703,-122.17399999999999,1500,8580,12,2014,0,0,0,1,0,0
1155,790000,4,1.75,2460,10061,1.0,1,4,3,7,1410,1050,1961,0,98178,47.5105,-122.238,2300,10061,12,2014,0,0,0,1,0,1
1156,305000,4,2.5,2230,5000,2.0,0,0,3,8,2230,0,2003,0,98031,47.3919,-122.184,2230,6137,7,2014,0,0,1,0,0,0
1157,315000,3,2.5,1570,2865,2.0,0,0,3,7,1570,0,2003,0,98118,47.5412,-122.288,1610,2582,10,2014,0,0,0,1,0,0
1158,267500,5,3.5,2390,6600,2.0,0,0,5,7,2390,0,1977,0,98042,47.3737,-122.115,1140,6600,8,2014,0,0,1,0,0,0
1159,1750000,4,3.25,3460,7749,2.0,0,1,3,10,3020,440,1950,1998,98115,47.6849,-122.273,3030,8680,8,2014,0,0,1,0,1,1
1160,435000,6,3.5,2400,8620,2.0,0,0,3,8,1640,760,1987,0,98034,47.7152,-122.162,1940,7350,8,2014,0,0,1,0,0,1
1161,482500,6,4.5,2940,7500,1.5,0,0,4,8,2940,0,1966,0,98034,47.7208,-122.182,2010,7500,9,2014,0,0,1,0,0,0
1162,5110000,5,5.25,8010,45517,2.0,1,4,3,12,5990,2020,1999,0,98033,47.6767,-122.211,3430,26788,10,2014,0,0,0,1,0,1
1163,439995,3,1.75,1570,8400,1.0,0,0,4,7,1570,0,1959,0,98133,47.76,-122.34,1860,8639,8,2014,0,0,1,0,0,0
1164,460000,3,3.0,1520,7500,1.0,0,0,3,7,1180,340,1967,0,98034,47.7276,-122.181,2080,8000,5,2015,0,1,0,0,0,1
1165,194000,3,1.0,1070,6440,1.0,0,0,4,7,1070,0,1971,0,98023,47.3186,-122.37299999999999,1190,6532,7,2014,0,0,1,0,0,0
1166,290000,2,0.75,440,8313,1.0,1,3,4,5,440,0,1943,0,98070,47.4339,-122.512,880,26289,10,2014,0,0,0,1,0,0
1167,274700,4,2.0,2440,9600,1.0,0,0,5,7,1220,1220,1963,0,98031,47.4142,-122.179,1370,9600,7,2014,0,0,1,0,0,1
1168,900000,4,2.5,2660,3672,2.0,0,0,5,8,1800,860,1910,0,98105,47.6609,-122.324,1510,3825,3,2015,1,0,0,0,0,1
1169,1150000,4,4.0,4460,103382,2.0,0,0,3,11,4460,0,2001,0,98053,47.63399999999999,-121.99700000000001,3470,88519,5,2014,0,1,0,0,0,0
1170,605000,3,2.5,2010,3667,2.0,0,0,3,9,2010,0,2008,0,98027,47.545,-122.015,2350,3600,9,2014,0,0,1,0,0,0
1171,359000,3,2.5,1450,3850,2.0,0,0,3,7,1450,0,2004,0,98065,47.5318,-121.85,1970,3748,3,2015,1,0,0,0,0,0
1172,850000,3,1.75,1400,9900,1.0,0,0,3,7,1400,0,1951,0,98004,47.6272,-122.209,1810,10796,10,2014,0,0,0,1,0,0
1173,505000,3,2.0,1500,2500,2.0,0,0,3,8,1500,0,2002,0,98107,47.6748,-122.385,1550,5000,8,2014,0,0,1,0,0,0
1174,565000,3,2.5,2500,7394,2.0,0,0,3,9,2500,0,1990,0,98072,47.7441,-122.17299999999999,2790,7642,7,2014,0,0,1,0,0,0
1175,585000,2,1.75,1280,7110,1.0,0,0,4,7,1000,280,1955,0,98118,47.5569,-122.273,1550,6835,4,2015,0,1,0,0,0,1
1176,328000,4,3.25,3380,7500,2.0,0,3,3,7,2420,960,1990,0,98198,47.4092,-122.33,1920,7500,4,2015,0,1,0,0,0,1
1177,749950,4,2.75,2910,18700,1.0,0,0,3,9,2210,700,1957,0,98177,47.7557,-122.368,2420,26140,7,2014,0,0,1,0,0,1
1178,826000,4,2.5,3060,7140,2.0,0,0,3,9,3060,0,2006,0,98027,47.5393,-121.99799999999999,3240,6218,6,2014,0,1,0,0,0,0
1179,535000,3,1.0,1330,40259,1.0,0,0,4,7,1330,0,1977,0,98024,47.552,-121.89,1710,34787,9,2014,0,0,1,0,0,0
1180,925000,4,2.5,3300,101930,2.0,0,0,4,10,3300,0,1991,0,98029,47.576,-121.976,2880,213879,8,2014,0,0,1,0,0,0
1181,875000,3,3.5,3250,6000,2.0,0,0,3,10,2500,750,2001,0,98136,47.5533,-122.391,1650,6000,6,2014,0,1,0,0,0,1
1182,902000,4,2.25,2530,9200,1.0,0,0,5,9,1570,960,1976,0,98006,47.5612,-122.152,3030,9400,5,2014,0,1,0,0,0,1
1183,423000,3,1.0,1830,13900,1.0,0,0,3,7,1830,0,1951,0,98133,47.7654,-122.352,1840,10667,10,2014,0,0,0,1,0,0
1184,235000,3,1.0,1170,11100,1.0,0,0,4,6,1170,0,1968,0,98059,47.4954,-122.164,2080,8481,6,2014,0,1,0,0,0,0
1185,545000,2,2.0,2930,14057,1.0,0,2,4,8,1680,1250,1980,0,98070,47.4025,-122.463,2234,61011,7,2014,0,0,1,0,0,1
1186,343000,2,1.0,1230,7560,1.0,0,0,3,7,1230,0,1961,0,98133,47.7298,-122.34,1270,7560,10,2014,0,0,0,1,0,0
1187,334950,3,2.5,1620,2930,2.0,0,0,3,8,1620,0,2002,0,98058,47.4491,-122.12,1900,2943,3,2015,1,0,0,0,0,0
1188,405000,3,1.75,1760,5355,1.0,0,0,3,7,1160,600,1956,0,98118,47.5368,-122.26700000000001,1790,6225,9,2014,0,0,1,0,0,1
1189,220000,4,1.0,1440,8250,1.0,0,0,3,7,1440,0,1959,0,98188,47.4325,-122.291,1440,8466,12,2014,0,0,0,1,0,0
1190,173000,2,1.0,1740,8100,1.0,0,0,3,6,1050,690,1947,0,98168,47.4942,-122.304,960,8100,10,2014,0,0,0,1,0,1
1191,655000,3,1.0,1270,3600,1.5,0,0,3,7,1270,0,1906,0,98119,47.6368,-122.37,1710,3600,11,2014,0,0,0,1,0,0
1192,406000,2,1.0,880,3000,1.0,0,0,3,6,880,0,1924,0,98115,47.6749,-122.323,890,3000,1,2015,1,0,0,0,0,0
1193,632000,6,2.5,2560,8320,1.0,0,0,3,7,1370,1190,1961,0,98125,47.7021,-122.287,2360,7800,12,2014,0,0,0,1,0,1
1194,357000,5,2.75,1540,4000,1.0,0,0,3,7,1140,400,1990,0,98106,47.533,-122.354,1630,4000,11,2014,0,0,0,1,0,1
1195,361000,3,1.75,1150,17585,1.0,0,0,3,7,1150,0,1964,0,98014,47.6503,-121.90799999999999,1200,7500,12,2014,0,0,0,1,0,0
1196,277000,2,1.0,770,8149,1.0,0,0,3,6,770,0,1948,0,98155,47.7458,-122.29799999999999,1160,8149,7,2014,0,0,1,0,0,0
1197,630000,4,3.75,4610,40202,1.0,0,0,4,10,2500,2110,1980,0,98027,47.4599,-122.0,3050,41056,6,2014,0,1,0,0,0,1
1198,254000,3,2.5,1850,4597,2.0,0,0,3,8,1850,0,2003,0,98042,47.3755,-122.13600000000001,2210,5000,5,2014,0,1,0,0,0,0
1199,472800,3,2.25,1840,8400,1.0,0,0,3,8,1290,550,1961,0,98006,47.5497,-122.17200000000001,2110,8400,11,2014,0,0,0,1,0,1
1200,263000,3,1.75,1490,3800,1.0,0,0,3,6,700,790,1913,0,98118,47.5554,-122.27,2180,4000,9,2014,0,0,1,0,0,1
1201,510000,3,1.75,1490,3800,1.0,0,0,3,6,700,790,1913,0,98118,47.5554,-122.27,2180,4000,5,2015,0,1,0,0,0,1
1202,179950,3,1.0,960,10125,1.0,0,0,4,7,960,0,1952,0,98003,47.3335,-122.305,1250,9769,11,2014,0,0,0,1,0,0
1203,525000,4,2.25,1580,7307,1.0,0,0,3,8,1160,420,1973,0,98027,47.568999999999996,-122.086,2020,7458,12,2014,0,0,0,1,0,1
1204,479000,3,2.5,1260,889,3.0,0,0,3,8,1260,0,2008,0,98109,47.6277,-122.345,1340,1324,5,2014,0,1,0,0,0,0
1205,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,1,1970,1,0,0,0,0,0
1206,949000,4,1.75,2490,7834,1.0,0,3,4,8,1240,1250,1958,0,98033,47.6851,-122.209,3210,7834,9,2014,0,0,1,0,0,1
1207,392400,5,2.5,2520,27951,1.5,0,0,3,7,1890,630,1942,1970,98155,47.7733,-122.318,1830,14373,4,2015,0,1,0,0,1,1
1208,585000,4,1.75,1760,5356,1.0,0,0,4,7,920,840,1950,0,98115,47.678999999999995,-122.288,1680,5184,11,2014,0,0,0,1,0,1
1209,460000,4,2.5,4190,7504,2.0,0,0,3,7,4190,0,2004,0,98058,47.4394,-122.11399999999999,2480,6727,12,2014,0,0,0,1,0,0
1210,470000,3,1.0,1170,4400,1.0,0,0,3,7,870,300,1951,0,98199,47.6584,-122.391,1240,4400,8,2014,0,0,1,0,0,1
1211,245000,3,2.5,1600,4271,2.0,0,0,3,7,1600,0,2003,0,98038,47.386,-122.036,1520,3225,4,2015,0,1,0,0,0,0
1212,500000,4,2.0,2760,27631,2.0,0,0,4,8,1800,960,1978,0,98155,47.7484,-122.291,2490,13158,11,2014,0,0,0,1,0,1
1213,455000,3,2.5,2090,8653,2.0,0,0,3,8,2090,0,1989,0,98011,47.7498,-122.184,2090,6396,11,2014,0,0,0,1,0,0
1214,485500,4,2.5,2320,3974,2.0,0,0,3,7,2320,0,1999,0,98065,47.532,-121.88,2620,4539,4,2015,0,1,0,0,0,0
1215,1880000,5,3.25,4110,7920,2.0,0,3,3,9,3150,960,1921,0,98122,47.617,-122.28200000000001,3890,7800,12,2014,0,0,0,1,0,1
1216,100000,2,1.0,770,17334,1.0,0,0,3,7,770,0,1978,0,98001,47.2997,-122.26899999999999,1480,17334,7,2014,0,0,1,0,0,0
1217,307000,3,1.75,1410,16105,1.0,0,0,3,7,1410,0,1982,0,98014,47.6927,-121.913,1550,18615,9,2014,0,0,1,0,0,0
1218,475000,4,3.5,3660,14401,2.0,0,0,3,10,2660,1000,1994,0,98023,47.3076,-122.396,2780,10653,10,2014,0,0,0,1,0,1
1219,330000,4,2.5,2180,7210,1.0,0,0,3,7,1190,990,1972,0,98011,47.7419,-122.181,2070,7210,2,2015,1,0,0,0,0,1
1220,130000,3,1.0,1110,7520,1.0,0,0,4,7,1110,0,1960,0,98033,47.683,-122.176,1440,8400,2,2015,1,0,0,0,0,0
